2013-01-02 08:41:22,bac  i remember buying this back in dec 2011 amp early 2012 ppl laughed at me was the best dow performer of the year   ,unknown
2013-01-02 08:42:07,cliff deal good for housing  good for banks bac wfc xlf ,unknown
2013-01-02 08:43:51,bac sold weekly 1239s at 21 from 05 ,unknown
2013-01-02 08:45:12,weekly bac 125 calls at 02 could be in play on pullback ,unknown
2013-01-02 08:46:19,bac in  1203 ,Bullish
2013-01-02 08:46:24,bac and there will be sell programs too ,unknown
2013-01-02 08:51:20,new post quotfinancial sector leadershipquot w levels httpstkscodhhv via seeitmarket xlf spy bac c jpm ,unknown
2013-01-02 08:53:47,good to see the 10 oclock buy programs are still going 2013 yr of buy program in banks xlf study qqq amzn de bac ibm ,unknown
2013-01-02 08:56:38,moved stop on bac to 1050 moved stop on becn to 2700 ,unknown
2013-01-02 08:58:06,fas bac wfc kinda getting topy here at least for now ,Bearish
2013-01-02 08:58:25,mtg kerx bac srpt these stocks are very bullish today strong buy  ,unknown
2013-01-02 09:00:26,i think we39re going to finally see some dividend increases from the likes of c bac ms and others ,unknown
2013-01-02 09:00:30,f bac holding up well in 52wk hi territory ,unknown
2013-01-02 09:02:15,rptp qcor f bac great stocks to own in 2013  ,unknown
2013-01-02 09:05:40,bac mr buffet laugh all the way to the bank ,unknown
2013-01-02 09:05:43,bac out  1203 for break heaven stay out till 1030 11pm at least will se which direction it goes  in premarket 4 me  ,unknown
2013-01-02 09:07:43,bac for investor not trade it could be a good entry point  1198 ,Bullish
2013-01-02 09:10:15,bac most of fiscal cliff issues were punted looks like a suckers rally to me ,unknown
2013-01-02 09:11:42,i don39t believe in the necessity of gapfilling  to me it seems a bit ocd  aapl bac f ma ,unknown
2013-01-02 09:12:12,bac   q ,unknown
2013-01-02 09:13:49,mrblazer22 bac for a quick trade to latebut for investing 1198 is a good entry point imho ,Bullish
2013-01-02 09:16:11,warren buffet just pocketed more than double his 5b take on bac just last year patience is key  spy eurusd ,unknown
2013-01-02 09:16:57,spy seeing a lot of lows on my screen now amzn aks cnx bac ,unknown
2013-01-02 09:17:37,quotleopardtrader warren buffet just pocketed more than double his 5b take on bac just last year patience is key  and a good stock pick ,unknown
2013-01-02 09:22:14,bac bottom is here around 1192 ,unknown
2013-01-02 09:31:02,bac this party has just started watch 10 year bond yields as they go higher financials make more profit xlf ,unknown
2013-01-02 09:36:32,bac trimmed position in this one today at 1197 still have 25 of shares bot under 10 ,unknown
2013-01-02 09:41:41,bac looking to enter mid 80s ,unknown
2013-01-02 09:43:46,bac how about some props for my prediction anyway this party hasn39t even started yet ,unknown
2013-01-02 09:44:14,bac in 1194 for a trade ,unknown
2013-01-02 09:45:04,bac are the 1030 programs trying to beat it down what39s going on here ,unknown
2013-01-02 09:45:23,bac and no i have no idea how much of the gap will fill but medium term the stock is going much higher ,unknown
2013-01-02 09:47:34,i repeat if global economy is going to get better this year go with c instead of bac ,Bullish
2013-01-02 09:52:14,bac with good news built in and a growing pe i wouldn39t be surprised to see this at 1150 before 1250 ,unknown
2013-01-02 09:53:22,active calls  cboe bac jan 125 aapl 010413 550 amp 555 dis jan 50 car feb 20 ,unknown
2013-01-02 09:53:27,fhd bac at 1130 they were saying they would see 1050 before 12 seen a lot of silly predictions on this stream ,unknown
2013-01-02 09:57:37,bac close 1195 ,unknown
2013-01-02 09:58:43,bac wonder if this will hit 15 in march ,unknown
2013-01-02 09:59:00,bac sold bac now ti me to wait to re enter ,Bullish
2013-01-02 10:03:29,here are the computers iwm bac spy ,unknown
2013-01-02 10:06:18,bac is a valuation play with a long term view bullish on america as happened in the recent past economy cant fully prosper wo financials ,unknown
2013-01-02 10:15:10,bac consistently trading above 200sma may 12 call option up 870 from last close  httpstkscomhjx ,Bullish
2013-01-02 10:29:41,2013 promises to be another strong year of bofa bac as investors focus on normalized eps   httpstkscochdb ,unknown
2013-01-02 10:32:46,thinking to take take profit on bac or sell half my position sold my aapl position minus 100 shares for who ever it was that asked ,unknown
2013-01-02 10:38:19,bac confidence in its ability to manage thru mortgage repwarranty amp to start deploying capital with the 2013 ccar process ,unknown
2013-01-02 10:50:24,bac everyone knows the stock will trade at 20 in 2014 the question is how quickly that is reflected in the stock price ,unknown
2013-01-02 10:51:58,bac can we get to 1250 or 13 this week  possibly ,unknown
2013-01-02 10:53:54,kerx mtg scmp bac running higher and very bullish strong buy  ,unknown
2013-01-02 10:55:59,bac back at 12 hedge funds still buying in 2013 xlf ,unknown
2013-01-02 11:07:38,bac pol ddd breaking out today on vol congratz to all the longs risk on 2013 ,Bullish
2013-01-02 11:16:50,bac say what you will about meredith whitney but she knew when to make her call ,unknown
2013-01-02 11:17:24,nice new buy program in bac xlf ,unknown
2013-01-02 11:17:39,quotportfoolio bac say what you will about meredith whitney but she knew when to make her callquot ,unknown
2013-01-02 11:22:39,unbelievable leverage at play now quotrantfinance financials are performing very well today both bac and c are up over 3quot ,unknown
2013-01-02 11:25:02,really wishing i was still long this bac over the holidaythis was the move to 12 i was hoping for monday afternoon ,unknown
2013-01-02 11:25:35,ridiculous bullish call on bac at the bottom by blackbetty  better than whitney39s   httpstkscodhix ,unknown
2013-01-02 11:32:37,nice quotstocktwits ridiculous bullish call on bac at the bottom by blackbetty  better than whitney39s   httpstkscojibdquot ,unknown
2013-01-02 11:43:18,2013 came with a big quotbangquot c bac x fslr lvs aapl amzn nue fas spy httpstkscochde ,unknown
2013-01-02 11:43:55,sold my lng for a nice 3sold my f for45bought some arna and fb and still holding my bac ,Bullish
2013-01-02 11:49:35,wl ssys qihu elli bac f will buy on pb39s this rally is for selling ,unknown
2013-01-02 11:54:11,half way back to sept cat aapl cvx teso bac t ge ,unknown
2013-01-02 12:03:02,buying a few bac jan 2015 20 calls here  058 stop loss at 040 ,unknown
2013-01-02 12:04:26,mtg up 10 bac c  ,unknown
2013-01-02 12:06:41,new post bac is at 19 month highs but showing signs of stress httpstkscokhlo ,Bullish
2013-01-02 12:07:38,hot bullish stocks today mtg rptp aapl bac strong buys for 2013  ,unknown
2013-01-02 12:08:54,quickfixstockcharts bac you are the guy who said at 1130 that it was showing signs of stress blah blah blah ,unknown
2013-01-02 12:09:01,ok a more sober view quotquickfixstockcharts bac is at 19 month highs but showing signs of stress httpstkscodhizquot ,unknown
2013-01-02 12:11:29,funds should pop the market at lest 1 more time today maybe close at highs bac xlf c  deal very good 4 stocks for 2013 cheap   hi spy ,unknown
2013-01-02 12:11:35,bac 12 is gnarley dude go banco ,Bullish
2013-01-02 12:19:25,bac very bullish trade with not against  the trend is your friend my friend ,unknown
2013-01-02 12:21:30,stocktwits quickfixstockcharts as long as bac continues trading below tangible book value about 14 it is a screaming buy ,unknown
2013-01-02 12:21:47,wallstreettwit bac 12 should the the lower until index move next move on eod and should be 12061209   assuming flat line till 3pm ,Bullish
2013-01-02 12:24:18,once bac hits 14 you have to look at earnings growth moving forward ,unknown
2013-01-02 12:24:37,wallstreettwit now i39m 100 cash till 3pm when the eod move should begin mostly i39m trade but investor imho can enter bac around 1198 ,Bullish
2013-01-02 12:27:44,smoog mrblazer22 don39t expect today lower than 1197 for bac imho it hold very well today ,Bullish
2013-01-02 12:33:23,portfoolio expect tbv to be around 15 this yr due to expedite recovery in housing market and the steeper than last yr39s yield curve bac ,unknown
2013-01-02 12:33:49,bac not liking this 12 ceiling since early morning pop ,unknown
2013-01-02 12:35:40,quotallenwindsor52 bac not liking this 12 ceiling since early morning popquot sell me your shares then ,unknown
2013-01-02 12:36:28,mtg spy bac solid strength display today  ,unknown
2013-01-02 12:38:17,bluelion bac yes i agree tbv should continue to rise and the stock will trade at a premium to tbv soon enough ,unknown
2013-01-02 12:43:29,bac what happened  no short squeeze today i would have thought there39d be a squeeze like scrooge on a dime maybe everyone is long eh ,unknown
2013-01-02 12:44:49,legalcrimes bac like i39ve said the true squeeze will come on good news major settlement or good earnings or whatever ,unknown
2013-01-02 13:01:13,bac in a 1197 for a trade ,Bullish
2013-01-02 13:03:21,bac sell the news  we dodged a bullet but spending will also decrease and 2 payroll tax is over  not good news just a decision ,unknown
2013-01-02 13:04:44,bac another flag breakout  httpstkscoohmo ,unknown
2013-01-02 13:09:03,mugzy who said anything about shorting bac my work says it is stressed out on the upside take profits wait for a pullback ,unknown
2013-01-02 13:10:34,quickfixstockcharts mugzy bac taking profits is always wise waiting for pullbacks is not no one is smart enough to time like that ,unknown
2013-01-02 13:12:12,bac is a leader if i go long iwill not wait for a major pullback leader goes higher till they become looser  ,unknown
2013-01-02 13:13:28,bac on a spike u can short but have a tight stop ,unknown
2013-01-02 13:13:29,bac just to be clear at 1050 people were waiting for a pullback to 1000 it went to 12 timing is hard ,unknown
2013-01-02 13:14:37,bac though when it went to 980 some people said wait for a pullback to 880 and they were right so timing is hard  ,unknown
2013-01-02 13:15:19,bac same with aapl anybody want to go long  545 it39s a bargain within 6 months will be gt  600 ,unknown
2013-01-02 13:16:56,portfoolio quickfixstockcharts both of you are right  i think we39ll have a better idea of bac price at close or later this week ,unknown
2013-01-02 13:32:28,quite honestly i am not seeing bullish charts anymore extended charts is more of the trend use caution spy bac ms c ,unknown
2013-01-02 13:37:24,bac staying under th 9ma on 5 min chart but boaring day overall for day trades have 12 of small ss in iwm covered higher selling increas ,unknown
2013-01-02 13:37:26,bac added some on the low now i39m 119625 ,unknown
2013-01-02 13:46:11,bac fresh lows ,unknown
2013-01-02 13:49:59,bac like to buy more  but i have enough  will finish  gt 1200 at 4pm or 8pm  ,unknown
2013-01-02 14:02:30,bac anyone foresee this going to 20 ,unknown
2013-01-02 14:14:14,blk is a buy buy buylike jimcramer likes to saymuch better buy than bac or c  buy it herebuy the april 220 calls for nothin now ,unknown
2013-01-02 14:15:53,legalcrimes i39m back from outside l2 for bac is strong now 1513pm and higher  15301600 pm  it39s cold in quebec brrr  21 c ,Bullish
2013-01-02 14:31:19,bac jobless claim 830 am et tomorrow ,unknown
2013-01-02 14:31:59,tna bac  my 2 biggest holdings  tna since mid nov bac since mid july  both up well over 25  great start in 2013 ,Bullish
2013-01-02 14:38:47,bac i39d like to hear your comments but i appears there has been institutional manipulation on the price today but more than is usual ,unknown
2013-01-02 14:40:16,bac yep out  1199 00 cash  it can goes up to 120203 for 4pm ,Bullish
2013-01-02 14:41:36,bac don39t see to much quotmanipquot today it reflect the askbuy and follow major index ,unknown
2013-01-02 14:43:24,bac could see 13 by feb xlf  as of now no sell side xhb tol ,unknown
2013-01-02 14:43:53,bac btw i don39t think mkt should be so high today with the half resolution for fiscall cliff to much emotion for to little ,unknown
2013-01-02 14:46:07,banks kicking ass again c bac gs ms ,unknown
2013-01-02 14:51:45,bac if u wanna go out it39s time 1200 was the higher b4 4pm imho ,unknown
2013-01-02 14:58:25,i love my 22 gain in bac since beginning of november  i hope this continues   ,unknown
2013-01-02 14:59:29,bac wow what volume today ,unknown
2013-01-02 15:01:59,bac held 12 nice what a day ,unknown
2013-01-02 15:02:51,bac great day ppli think we39ll see higher prices after some slight heathy pull backlong baby ,Bullish
2013-01-02 15:02:52,bac roflwe had so many bad taped daystoday was a payback daylolwhat a close ,unknown
2013-01-02 15:11:42,bac ok i have got to find some decent intraday charts any suggestions ,unknown
2013-01-02 15:11:51,bought bac  this rally looks 14 touching in week or two ,unknown
2013-01-02 15:12:12,bac back to our office again next major resistance area at 1419 after that 1960 see chart httpstkscoiif3 ,unknown
2013-01-02 15:25:41,bac evrbody go to the bathroom at once ,unknown
2013-01-02 15:32:50,52 week highs  httpstkscoiifc bac ,unknown
2013-01-02 15:37:36,2013 predictionsanalysis is up  httpstkscofijo spy spx bac c etc ,unknown
2013-01-02 15:50:58,anyone trade bac every day ,unknown
2013-01-02 15:57:25,bac fantastic move flashing yellow lights today xlf  httpstkscoahrc ,unknown
2013-01-02 16:08:28,bac an abandoned baby top  portfoolio what do you think about andrewunknown39s chart analysis ,unknown
2013-01-02 16:13:49,overnite some bac short sideover bought ,unknown
2013-01-02 16:21:49,bac i see 13 plus in the near term here ppl financials still very much in favorholding long ,Bullish
2013-01-02 16:42:22,if bac goes back to 1160 tomorrow then it will have formed the classic quotbatmanquot pattern trade accordingly ,unknown
2013-01-02 17:46:52,fiftyfifty bac i think the run is far from over based on fundamentals i understand chartists don39t like gaps it may fill gap may not ,unknown
2013-01-02 17:57:16,bac fundamentals i think momentum keeps this stock going into the jobs report ,unknown
2013-01-02 18:09:56,bac i currently hold feb 12 calls and a warrants expire in 2019 i plan to hold the calls through earnings and the warrants for years ,unknown
2013-01-02 18:14:40,citigroup deep value makes a great entry point httpstkscokho3 c bac ,unknown
2013-01-02 18:40:49,bac this quotrunquot was triggered by the cliff news rsi says it39s close to a pull back opinions ,unknown
2013-01-02 18:44:20,evrday bac the run was pent up cliff fear kept it from happening 12 was in the cards once it closed at 1152 december 20 ,unknown
2013-01-02 18:48:53,i39m usually short term trader but here are my quotinvestmentquot ideas for 2013 wreasoning  httpstkscohio8 spy ba bac c h ,unknown
2013-01-02 18:48:57,cnbc no numbers shown on premarket page spy f bac gtat tza agnc drys sne nvax rimm ,unknown
2013-01-02 20:23:40,quotconvertbond 2012 bac citigroup c goldman gs morgan stanley ms all had return on equity below 6 vs above 18 in 2006 ,unknown
2013-01-02 20:51:19,howardlindzon agree on 1 hand but if you are short market after bac break maybe you get what you deserve hard to be too long either ,unknown
2013-01-02 21:26:52,bac had a great run not chasing ,Bearish
2013-01-02 21:26:59,i hope bac backs down from this 12 level for a whileseems overdone  anyone who trades this everyday have thoughts ,unknown
2013-01-02 21:28:14,bac seeing many bearish twits must be run to 15 coming still holding form 495 ,unknown
2013-01-02 21:38:44,bac httpstkscolhoh  wow  ,unknown
2013-01-02 21:40:42,bac as i39ve said many times this stock is heavily manipulated it is being heavily pushed up that is nowhere near done ,unknown
2013-01-02 23:00:14,bac raises lending after years of cuts httpstkscobhja ,unknown
2013-01-02 23:11:54,bac will we see a correction or keep rallying  that is the question ,unknown
2013-01-02 23:37:22,bac bank of america corp inverse pincher put options new signals 06 httpstksconhms  httpstkscoahsk ,unknown
2013-01-03 00:09:16,quotcalmustang good intra day dip to buy bac gnwquot hope people followed me in  ,Bullish
2013-01-03 00:12:30,bac good evening doji star  ,unknown
2013-01-03 00:47:26,bac anyone trade bac everyday when do you enter and exit what are your profit targets curious to hear about some trading techniques ,unknown
2013-01-03 01:29:13,bac soooo quotrefreshingquot  lol ,Bearish
2013-01-03 04:59:10,2013 predictions investments  httpstkscofilj spy c bac ba h etc ,unknown
2013-01-03 05:35:09,ibear good momentum still expect bac correction before earnings or minor consolidation  ,unknown
2013-01-03 05:56:22,jmp securities upgrades bank of america bac to market perform httpstksconhmx ,unknown
2013-01-03 05:59:05,bac we may see some continuation to the upside with upgrade this am from jmp to market perform ,Bullish
2013-01-03 06:58:04,pcln why don39t bofa raise their own stock price target bac ,unknown
2013-01-03 07:29:50,bank of america chart update httpstkscogiiv bac ,unknown
2013-01-03 07:42:11,ycs spy bac c jpm  can someone please explain the change of ycs and how it changed to proshares trust ii instead of yen short ,unknown
2013-01-03 08:01:50,bac bank of america declares preferred dividends httpstkscoehmk ,unknown
2013-01-03 08:17:02,there is a fair amount of irrational exuberance in the market after the pathetic fiscal deal enjoying bac and aig gains while it lasts ,unknown
2013-01-03 08:20:29,it looking like buy programs will be buying again today bac c gs xlf not looking to fade anything will wait 2 c set ups spy qqq ,unknown
2013-01-03 08:24:25,quotreddogt3live t3live morning call httpstkscojifu market needs rest after rousing start to 2013 spy qqq aapl xlf bac amzn goog ,unknown
2013-01-03 08:28:05,if home builder go higher xhb bac stay over 12 add xlf has big room upside spy ,unknown
2013-01-03 08:29:24,bac preferred shares dividend httpstkscogijd ,unknown
2013-01-03 08:38:47,bac bank of america declares preferred dividends ,unknown
2013-01-03 08:38:59,tasr bac aapl making a move ,unknown
2013-01-03 08:39:10,bac below 1190 should fill the gapwhere ill be buying jan19 10 calls ,unknown
2013-01-03 08:39:24,bac bank of america declares preferred dividends httpstkscogijh ,unknown
2013-01-03 08:52:46,china play stil going sina cat  bidu bac off low maybe a watch the paint dry day 2 bigs ones in row spy do nothing if nothing spy ,unknown
2013-01-03 08:52:50,bac got upgrade today great news looking into buying more at dip ,unknown
2013-01-03 09:03:20,we got the 10 oclock buy programs cat spy aapl amzn bac sina funds use cheap  to buy stocks dont overthink use them 4 daytrades fast ,unknown
2013-01-03 09:04:10,hi i  just see the mrkt today  good opportunity on bac ,unknown
2013-01-03 09:07:38,hedge funds getting bac over 12 quotshockerquot  2013 yr of the banks bac watch home builders xhb tol   thank you ben keep the 1 alive  ,unknown
2013-01-03 09:13:47,bac take some  off the table buy on the pull back ,unknown
2013-01-03 09:16:50,c bac gs axp usb jpm wfc citigroup has the strongest trend bofa next  httpstkscolhrg ,unknown
2013-01-03 09:17:00,bot bac 1198 hedge to short position ,unknown
2013-01-03 09:17:08,bac in  1199 for a trade will buy more if go lower ,Bullish
2013-01-03 09:17:29,bac the trend has been big jump up then bull flag consolidation so far keeping to trend ,unknown
2013-01-03 09:21:32,bac long bac march 12 calls with 13 target ,unknown
2013-01-03 09:24:04,bac main position for trade  1197 exit around 12 ,unknown
2013-01-03 09:27:14,quotmikoul bac main position for trade  1197 exit around 12quot ,unknown
2013-01-03 09:34:12,buy progras getting stronger bac spy iwm ,unknown
2013-01-03 09:43:18,bac i have no plans on selling ,unknown
2013-01-03 09:54:42,bac 12 short straddle call and put ,unknown
2013-01-03 10:10:26,bac out 1199 and will see if it goes over 212 or pullback ,unknown
